project_id;id;priority;status;short_desc;type;Reliability;Maintainability;Usability;Portability;Security;Performance;Other
DROOLS_PROJECT-484;JBRULES-1736;Major;Closed;Dynamically generated Types ;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-485;JBRULES-790;Major;Closed;DSL mechanism not working if some keywords are part of the DSL;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-486;DROOLS-393;Critical;Resolved;Trait Hierarchy is not rebuilt correctly when merging packages;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-487;JBRULES-291;Major;Closed;Audit Logging creates a NullPoiinter in the Fibonacci Example;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-488;JBRULES-1083;Minor;Closed;Brackets are not always optional for non-existential quantifier not ;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-489;JBRULES-876;Minor;Closed;Single line comments are capturing and removing newline chars in rules consequence;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-490;JBRULES-2368;Minor;Resolved;Returning java.util.Date from function is weird;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-491;JBRULES-2981;Critical;Resolved;Regression in 5.2.0.M2 NPE during rule evaluation on MVELPredicateExpression.evaluate(MVELPredicateExpression.java:82);FR;0;0;0;0;0;0;1
DROOLS_PROJECT-492;DROOLS-268;Major;Resolved;Delayed rule schedules are computed erroneously;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-493;DROOLS-450;Minor;Resolved;Cannot use decimal formatters for integers in an excel decision table;Usability;0;0;1;0;0;0;0
DROOLS_PROJECT-494;JBRULES-1472;Major;Closed;Problem when mixing alpha and beta constraints in a composite constraint;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-495;JBRULES-818;Major;Resolved;Please read the description below;Other;0;0;0;0;0;0;1
DROOLS_PROJECT-496;DROOLS-78;Blocker;Resolved;NullPointerException in windows eviction;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-497;DROOLS-952;Major;Resolved;NullPointerException in org.drools.core.reteoo.RuleTerminalNode$SortDeclarations;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-498;JBRULES-3390;Major;Resolved;Drools java.lang.NullPointerException at org.drools.reteoo.RuleTerminalNode;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-499;JBRULES-283;Trivial;Closed;DSL icon in outline view not showing;Usability;0;0;1;1;0;0;0
DROOLS_PROJECT-500;DROOLS-883;Major;Resolved;Deadlock with kcontainer.updateToVersion() under load;Performance;0;0;0;0;0;1;0
DROOLS_PROJECT-501;JBRULES-1436;Minor;Closed;Filescanner throws NPE when theres a compile error.;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-502;DROOLS-888;Major;Resolved;Drools 6.2 performance issue when using @ sign in drl file;Performance;0;0;0;0;0;1;0
DROOLS_PROJECT-503;JBRULES-3698;Major;Resolved;Improper parsing of right parenthesis in rule consequence;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-504;DROOLS-926;Major;Resolved;Missing synchronization in PackageClassLoader causes a LinkageError: duplicate class definition;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-505;JBRULES-2712;Major;Resolved;NodeInstanceLog error with Oracle Persistance;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-506;JBRULES-920;Minor;Closed;Rules in ESB Content Based Router reports error reading rules file with CR/NL line endings;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-507;JBRULES-2404;Major;Closed;Not contains operator doesnt work on nested fields ;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-508;DROOLS-73;Major;Resolved;Infinite loop when expanding DSL rule;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-509;JBRULES-672;Major;Closed;Manual doesnt build;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-510;DROOLS-899;Major;Resolved;Kie-ci sends MavenRequest without considering the repositories defined in user settings file;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-511;DROOLS-455;Critical;Resolved;Event expiration calculation may overflow;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-512;JBRULES-793;Critical;Closed;ShadowProxyFactory cant create shadows for classes from custom classloader;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-513;DROOLS-1533;Major;Resolved;A RuleUnit is not executed properly when all its DataSources arent explicitly bound to the executor;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-514;DROOLS-1509;Major;Resolved;ServiceResponse XStream marshalling inconsistencies with JAXB;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-515;JBRULES-3344;Major;Resolved;MVEL Constraints do not support floating point literals in scientific notation;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-516;JBRULES-3146;Critical;Closed;Rules with timers do not persist;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-517;DROOLS-1012;Major;Closed;kie-ci-osgi Activator doesnt register the ClassLoaderResolver on the ServiceRegistry;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-518;DROOLS-1517;Major;Resolved;NPE in Accumlate reverse();FR;0;0;0;0;0;0;1
DROOLS_PROJECT-519;DROOLS-1065;Major;Resolved;ClasspathKieProject should not deal .jar always like a file;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-520;JBRULES-1660;Major;Closed;Rule agent not detecting deleted files and removing packages;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-521;JBRULES-3122;Major;Closed;Classloading error with AspectJ and Drools 5.2.0.Final;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-522;DROOLS-806;Major;Resolved;Include some kie/jbpm dependencies as features ;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-523;DROOLS-191;Minor;Resolved;Dynamic addition of rules with evals does not update the WM;FR;0;0;0;1;0;0;1
DROOLS_PROJECT-524;JBRULES-1205;Major;Resolved;AND works in a rule  but OR gives a classCastException;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-525;JBRULES-1464;Major;Closed;Comilation error Syntax error on token delete this token when referencing a global in an accumulate block;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-526;JBRULES-3442;Major;Resolved;Declarative agenda activation canceling does not work;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-527;JBRULES-3538;Major;Resolved;Two accumulates followed by an or causes a bogus ClassCast exception;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-528;DROOLS-50;Major;Resolved;Compilation failure using null safe dereferencing and memberOf together;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-529;DROOLS-1229;Major;Resolved;Event expiration cycles itself when expiring events from large set of same rules with after operator;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-530;DROOLS-329;Major;Resolved;ClassFormatException when compile template with latest JDK8 (b114);Portability;0;0;0;1;0;0;0
DROOLS_PROJECT-531;DROOLS-465;Major;Resolved;Cannot find KieModule with LATEST;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-532;JBRULES-3012;Critical;Resolved;There is no option to Generate code compatible with Drools 5.2 in Drools Eclipse plugin ;Usability;0;0;0;1;0;0;0
DROOLS_PROJECT-533;JBRULES-3335;Major;Resolved;mvn eclipse:eclipse broken for drools-persistence-jpa;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-534;JBRULES-368;Major;Resolved;Ternary expressions not allowed by the drl parser;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-535;JBRULES-1101;Major;Closed;MVEL direct property accessors being converted to a ReturnValueConstraint;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-536;JBRULES-3347;Major;Resolved;ResourceChangeScanner trying to scan rule file when instead the change set contains a package only;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-537;JBRULES-3377;Major;Resolved;drools modify command mvel exception;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-538;JBRULES-2127;Major;Closed;KnowledgeBase.getKnowledgePackage(String str) should return null if package does not exist;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-539;JBRULES-482;Major;Resolved;ACTIVATION-GROUP not processed by ActionType;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-540;JBRULES-2558;Major;Resolved;Drools keeps only the last logical insertion in each rules consequence;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-541;JBRULES-2822;Major;Closed;process does not build if default gateway branch does not have condition;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-542;JBRULES-1377;Trivial;Closed;Rete view in the IDE plugin is documented as using JUNG instead of GEF;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-543;DROOLS-240;Critical;Resolved;ResourceChangeScanner not removing UrlResources;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-544;JBRULES-3210;Critical;Resolved;NPE in Fusions BrokerExample since 5.3;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-545;JBRULES-1774;Major;Closed;Fix examples for Drools 5.0M2 release;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-546;DROOLS-241;Major;Resolved;ClassCast exception of kie-aries-blueprint when deployed on Karaf ;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-547;DROOLS-330;Minor;Resolved;Rule Inheritance using Extends keyword fails when the Sub Rule Appears before the Super Rule;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-548;DROOLS-924;Major;Resolved;EventFactHandles are not deserialized correctly;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-549;DROOLS-735;Major;Resolved;Remove unwanted OptaPlanner references from website sources;Usability;0;0;1;0;0;0;0
DROOLS_PROJECT-550;JBRULES-1026;Major;Closed;MVEL dialect is missing the Collect  forall and function builders;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-551;JBRULES-1996;Major;Closed;NPE when using directory scanner and drl is incorrect.;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-552;JBRULES-3241;Critical;Closed;Behavior of data in maps is broken/erratic;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-553;JBRULES-1814;Major;Closed;org.drools.agent.RuleAgent list() can produce lists containing strings consisting of whitechars only;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-554;DROOLS-1544;Major;Resolved;Incremental Compilation with GDST ResourceType fails;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-555;JBRULES-1038;Major;Resolved;addRuleFlow throws Exceptions;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-556;DROOLS-1357;Major;Resolved;Container resolved release id version is not changed after auto updated by scanner;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-557;JBRULES-3223;Major;Closed;Enable marshalling of sliding time and length windows;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-558;DROOLS-1241;Major;Resolved;Incremental compilation doesnt recognize an event if the event declaration is in an unchanged drl;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-559;JBRULES-3321;Minor;Resolved;isA operator does not work as expected with POJO facts;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-560;DROOLS-225;Major;Resolved;KSessionDefinitionParser does not parse all its attributes;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-561;DROOLS-965;Major;Closed;Incremental update throws NPE when DRL filename changes.;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-562;JBRULES-1670;Major;Closed;org.drools.agent.RuleAgentTest.testDirectory fails on windows on jrockit;Portability;0;0;0;1;0;0;0
DROOLS_PROJECT-563;DROOLS-690;Major;Resolved;Deadlock on LeftTupleSets;Performance;0;0;0;0;0;1;0
DROOLS_PROJECT-564;JBRULES-1057;Major;Resolved;properties keyword list is missing memberof;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-565;DROOLS-1287;Major;Resolved;Incremental compilation doesnt take count of added/removed packages in KieBaseModel;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-566;DROOLS-479;Major;Resolved;Pseudo Clock doesnt work for 2 not statements;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-567;DROOLS-19;Major;Closed;ClassCastException with Before and After operators;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-568;DROOLS-439;Major;Resolved;Package builder unable to find declared array class;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-569;DROOLS-65;Major;Closed;Local Cache is not updated  case client is started before the server;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-570;JBRULES-3237;Major;Closed;Unmarshalling a marshalled session fails when using a newly initialized knowledgebase;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-571;DROOLS-885;Major;Closed;ExecutorProviderImpls ThreadPoolExecutor always run with one thread;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-572;JBRULES-2810;Major;Closed;NullPointerException in Drools 5.1.1 retractLeftTuple();FR;0;0;0;0;0;0;1
DROOLS_PROJECT-573;DROOLS-1369;Major;Resolved;Property reactive triggers stateful working memory corruption on CoachShuttleGathering;FR;0;0;0;0;0;1;1
DROOLS_PROJECT-574;JBRULES-3655;Major;Resolved;Memory leak in stateless session when using CommandFactory.newBatchExecution and jBPM deps are on CP;Performance;0;0;0;0;0;1;0
DROOLS_PROJECT-575;JBRULES-1601;Minor;Resolved;Eclipse outline problem in DRL editor;FR;0;0;0;1;0;0;1
DROOLS_PROJECT-576;JBRULES-871;Major;Resolved;Fix IDE tests after commiting JBRULES-500;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-577;JBRULES-2218;Minor;Closed;Unknown error while parsing. This is a bug. Please contact the Development team.;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-578;JBRULES-2230;Major;Resolved;DecisionTable added to KnowledgeAgent via change-set throws a NullPointerException;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-579;DROOLS-621;Major;Resolved;DRLDumper does not output trait type declarations correctly;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-580;JBRULES-1159;Major;Closed;Function calls or static method calls do not work for the MVEL dialect;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-581;JBRULES-1811;Major;Closed;Syntax errors caused by use of special characters in decision table cells;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-582;DROOLS-861;Major;Resolved;Incremental update causes NPE in TypeDeclarationFactory when declaring interface as @PropertyReactive event.;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-583;DROOLS-1146;Critical;Resolved;Incremental compilation is blocked forever by fireUntilHalt;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-584;DROOLS-496;Blocker;Resolved;Rules in Drools 6.x cannot use more than 64 patterns;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-585;JBRULES-356;Major;Closed;When Asserting  Retracting  and Reasserting the same object with the same hashcode  a NullPointerException occurs.;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-586;JBRULES-1759;Major;Closed;Exception when compiling a rule with dialect mvel;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-587;JBRULES-1223;Major;Closed;Concurrent problem in MVEL;Reliability;1;0;0;0;0;0;0
DROOLS_PROJECT-588;JBRULES-195;Minor;Closed;XPP3 version upgrade Request. Current version does not work with < and > symbols;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-589;JBRULES-2904;Major;Resolved;KnowledgeAgent unsubscribes monitors  doesnt resubscribe them;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-590;DROOLS-289;Major;Resolved;PackageBuilder throws NPE when a declared class extends another undeclared one;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-591;JBRULES-811;Major;Closed;compiler error when using an object returned by a function in retract clause;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-592;JBRULES-1602;Major;Closed;The order of RHS statements shouldnt affect behavior (insertLogical);FR;0;0;0;0;0;0;1
DROOLS_PROJECT-593;JBRULES-1542;Major;Closed;the nested type org.drools. cannot be referenced by its binary name;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-594;DROOLS-984;Major;Resolved;@expires( -1 ) should disable Event expiration;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-595;JBRULES-2041;Major;Closed;drl file ending in a single line comment w/o EOL not accepted;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-596;JBRULES-1073;Major;Closed;CompositeContextEntry is raising NPE;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-597;DROOLS-1459;Major;Resolved;Question mark (?) triggers invalid name error in execution and validation;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-598;DROOLS-1528;Major;Resolved;Filters fail to compile when the list item contains attributes with spaces in the name;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-599;JBRULES-3218;Major;Closed;Declare statements dont resolve types properly when imported with package imports (.*);FR;0;0;0;0;0;0;1
DROOLS_PROJECT-600;JBRULES-3627;Major;Resolved;NPE using a null literal in the left part of a constraint;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-601;JBRULES-251;Critical;Closed;need to be able to compare methods at AST level to build network correctly;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-602;JBRULES-723;Major;Resolved;Eclipse plugin detects error inconsistently and without location information;Reliability;1;0;0;0;0;0;0
DROOLS_PROJECT-603;JBRULES-1796;Major;Resolved;Custom work item editors should use command;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-604;DROOLS-1181;Major;Resolved;NullPointerException in LogicTransformer;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-605;DROOLS-1068;Major;Resolved;java.lang.UnsupportedOperationException thrown by org.drools.core.reteoo.BaseLeftTuple.getBlocker(BaseLeftTuple.java:535);FR;0;0;0;0;0;0;1
DROOLS_PROJECT-606;JBRULES-1080;Minor;Resolved;Modify var added to Eclipse code completion for mvel;Maintainability;0;1;0;0;0;0;0
DROOLS_PROJECT-607;DROOLS-1329;Major;Resolved;Events already expired at insertion time dont have a chance to produce a match;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-608;DROOLS-628;Major;Resolved;DecisionTable incorrectly parsed ;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-609;JBRULES-2853;Critical;Resolved;ResourceFactory.newClassPathResource(drlPath) behaves differently on different platforms linux  windows it parses the file with different encodings;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-610;DROOLS-512;Major;Resolved;KSession MBeans are no longer created;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-611;JBRULES-1959;Major;Resolved;Code completion in DSL in when-part does not work properly anymore;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-612;JBRULES-1557;Minor;Resolved;DynamicRulesTest.testDynamicFunction Fails under JDK 1.6;Portability;0;0;0;1;0;0;0
DROOLS_PROJECT-613;JBRULES-2670;Major;Resolved;commons-net library is not availabe in mvn repo;Usability;0;0;1;0;0;0;0
DROOLS_PROJECT-614;JBRULES-303;Critical;Resolved;Serialized rules wont load  missing CompiledInvoker;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-615;JBRULES-2915;Major;Closed;Dynamic salience expression incorrect evaluation of Integer.MIN_VALUE;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-616;JBRULES-3198;Critical;Resolved;Comments (!) in certain places flagged as errors dialect mvel;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-617;DROOLS-549;Major;Resolved;Queries in the default package are built twice;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-618;DROOLS-896;Major;Resolved;ClassObjectType deserialization doesnt work under OSGi;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-619;JBRULES-781;Major;Closed;Semi colon after end breaks parsing;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-620;JBRULES-3086;Major;Closed;Binding errors when using complex operators (in  not in);FR;0;0;0;0;0;0;1
DROOLS_PROJECT-621;JBRULES-2292;Major;Closed;Event feed class hangs when using fireUntilHalt;Performance;0;0;0;0;0;1;0
DROOLS_PROJECT-622;DROOLS-776;Major;Resolved;[DROOLS-776] Deadlock trying to synchronize eager field in DefaultAgenda (between drools-worker thread and other);Performance;0;0;0;0;0;1;0
DROOLS_PROJECT-623;JBRULES-3266;Major;Resolved;Rule  import with wildcards and variable / patternBinding;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-624;JBRULES-1091;Major;Closed;NullPointerException when the result block of an accumulate function returns null;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-625;JBRULES-1148;Major;Resolved;Out of memory exception asserting more than 100 facts;Performance;0;0;0;0;0;1;0
DROOLS_PROJECT-626;JBRULES-1456;Minor;Resolved;Or using DSL language;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-627;JBRULES-1086;Major;Closed;InitialFact should not be shadowed;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-628;JBRULES-237;Major;Closed;Eval throws exception on modify;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-629;DROOLS-980;Blocker;Resolved;KieBase.getFactType should only be used to retrieve declared beans.;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-630;JBRULES-285;Major;Closed;WorkingMemory is not seriasiable;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-631;JBRULES-3567;Major;Resolved;Too many class loaders created during jitting by the ClassGenerator;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-632;DROOLS-359;Minor;Resolved;Kie-spring tests should not use InternalSpringUtils.;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-633;DROOLS-367;Major;Resolved;Kie-ci doesnt try to access additional remote repositories declared in settings.xml;FR;0;0;0;0;0;0;1
DROOLS_PROJECT-634;JBRULES-2090;Major;Closed;StatelessKnowledgeSessions created by KnowledgeAgent causes NullPointerException when used in a pipeline;FR;0;0;0;0;0;0;1
